Date,PortNumber,ServiceName,RequestedBy,ChangeDescription,ExecutionGrp

Mon Jul 4 10:08:00 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Added the new object(Headers features) in BKIC service getVehicleQutationData method
Mon Aug 14 09:16:28 AST 2017 , 7856, NGI_DLR_Service, Sudhakar, Build number : 201708140815 Change Description : Updated backend message set (GDT added new elements vehicleModelCode , vehicleMakeCode into vehicle object for King Fahad Causeway Service).
Mon Aug 14 09:17:16 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, Build number : 201708140815 Change Description : Updated backend message set (GDT added new elements vehicleModelCode , vehicleMakeCode into vehicle object for King Fahad Causeway Service).
Mon Aug 14 09:25:08 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber-201708140920 Added the methods for HospitalDoctor related methods and error codes
Mon Aug 14 11:34:54 AST 2017 , 7848, NGI_UOBAdmissionService, Uma, BuildNumber: 201708141100 Changes: Fixed the issue in the message flow while handling fault for the method GetUserInfo
Mon Aug 14 12:37:51 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber-201708171232 Added the new parameter(IsEligibletoEdit) in SearchAppointmentDetails method
Mon Aug 14 15:40:41 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber-201708141537 Added the new method-Vision in backend
Mon Aug 14 15:58:34 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber-201708141555 Added the new parameter(appointment status) in the ConfirmAttendence method
Tue Aug 15 08:34:31 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber:201708150830 Updated the date format in FetchQuestionDetails method
Tue Aug 15 12:28:26 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201708151152 Added the new parameter(IsStatusNew,CR) in the ViewExpactMedicalRecord method
Wed Aug 16 09:01:55 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, Build number: 201708160855 Changes Description : Removed unused lookup method LKUPRegistrationTypesForDiscount
Wed Aug 16 09:02:41 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, Build number: 201708160855 Changes Description : Removed unused lookup method LKUPRegistrationTypesForDiscount
Wed Aug 16 09:03:18 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, Build number: 201708160855 Changes Description : Removed unused lookup method LKUPRegistrationTypesForDiscount
Wed Aug 16 09:05:33 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber-201708160852 Updated the functionality for History appointments. If appointment status is Cancelled sending to frontend
Wed Aug 16 10:26:20 AST 2017 , 7848, NGI_VRRElderlyDiscountService, Sudhakar, Build Number: 201708161007 Change Description : Changed date format to yyyyMMdd
Wed Aug 16 10:27:54 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201708161010 Updated the send back history object in Submit Method
Thu Aug 17 12:09:10 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201708171201 Updated the functionality for ValidateUserEligibilityForNewAppointments method, if appointment type is BOOKED
Thu Aug 17 12:19:59 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, No comments
Thu Aug 17 14:20:57 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201708171332 Updated the error codes in FetchExpactDetails Method
Thu Aug 17 14:36:00 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, No comments
Sun Aug 20 11:47:04 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201708201143 Added the new error code in FetchWebSpecialty method
Sun Aug 20 14:25:48 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Uma,  CR_STG_PRD_2224 BuildNumber: 201708200930 Changes: Handled new error codes from backend service: 333 & 334 for the methods: ValidateClearingAgent & ValidateEmployee in NGI as below. SCA-0040 : ERROR_AGENT_IS_DEAD SCA-0041 : ERROR_EMPLOYEE_HAS_SMARTCARD 
Sun Aug 20 15:24:51 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201708201508 Added the SponserActivity details in the FetchMedicalRecord
Sun Aug 20 21:37:48 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber-2017082123 Updated the sentbackcomment in submit method
Mon Aug 21 08:46:31 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201708210835 Added the new parameter InsuranceStartTime in FetchInsurancePolicyAmountDetails method
Mon Aug 21 10:21:55 AST 2017 , 7855, NationalComplaintsApprovalBAR, Sudhakar, Build Number: 201708210958 Change Description : Updated backend schema. In searchComplaintswithresolution, 2 additional elements (custFeedbackMints and rfiFeedbackMints ) added in response object
Mon Aug 21 11:56:50 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, Build Number : 201708211148 Changes Description : For SettleContraventions, if IDType is CR calling backend settleCompanyContraventions and IDType is CPR calling backend settleCitizenContraventions.
Mon Aug 21 11:59:28 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, Build Number : 201708211148 Changes Description : For SettleContraventions, if IDType is CR calling backend settleCompanyContraventions and IDType is CPR calling backend settleCitizenContraventions.
Mon Aug 21 12:00:14 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, Build Number : 201708211148 Changes Description : For SettleContraventions, if IDType is CR calling backend settleCompanyContraventions and IDType is CPR calling backend settleCitizenContraventions.
Mon Aug 21 12:14:39 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201708211209 Added the new parameter(LATEST_SENT_BACK_COMMENT) in SubmitResult Added error code-PEHCPH -0012
Tue Aug 22 09:36:35 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201708220928 Updtaed the Stool,PPD,Urine and MedicalExamination objects in the Saveand Submit result method
Tue Aug 22 12:18:19 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201708221209 Updated the sendBack comments in the submit method
Tue Aug 22 14:46:17 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201708221441 Added the new parameter IsSentBack in submit method Update the LATEST_SENT_BACK_COMMENT parameter in ViewMedical record
Wed Aug 23 08:16:16 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build Number : 201708221449 Change Description : Migrated retrieve GDT details service from WPS to IBM broker.
Wed Aug 23 08:18:02 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build Number : 201708221449 Change Description : Migrated retrieve GDT details service from WPS to IBM broker.
Wed Aug 23 08:19:04 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build Number : 201708221449 Change Description : Migrated retrieve GDT details service from WPS to IBM broker.
Wed Aug 23 09:01:45 AST 2017 , 7848, NGI_PublicProsecutionService, Uma, CR_STG_PRD_2229 BuildNumber: 201708210900 Changes: Updated ministry wsdl to include new fields. Added new fields ConcernedProsecutorEmail, ConcernedProsecutorMobile in ValidateCaseDetails response and FetchPowerOfAttorneyDetails response object.
Thu Aug 24 09:56:35 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201708240950 Updated the Stool,PPD,Unine,Serology objects in the Submit/Save methods
Sun Aug 27 12:41:07 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentWebService, Venkat, Backend Ministry URL updated
Mon Aug 28 11:29:29 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, Build number : 201708281006 Change Description: Added new error codes VRR-0032 & VRR-0034 for RetrieveVRRDetails
Mon Aug 28 11:30:01 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, Build number : 201708281006 Change Description: Added new error codes VRR-0032 & VRR-0034 for RetrieveVRRDetails
Mon Aug 28 11:30:27 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, Build number : 201708281006 Change Description: Added new error codes VRR-0032 & VRR-0034 for RetrieveVRRDetails
Mon Aug 28 12:03:41 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201708280913 Updated the dateformat for FetchBlood method
Mon Aug 28 14:51:03 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201708281447 Added the new parameter  StatausMessage in the FetchRadiologys method
Tue Aug 29 09:43:30 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201708290920 Changes: 1. Updated MOJ wsdl to include new methods: GetCasePArties, SubmitParties, DeleteParty. 2. Added and implemented new methods in NGI: FetchCaseParties, AddParties, DeleteParty
Tue Aug 29 11:24:21 AST 2017 , 7848, NGI-ExecutionServices, Uma, Deployed old bar to test
Tue Aug 29 11:56:59 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201708291145 Changes: Fixed issue in the wsdl
Tue Aug 29 14:27:27 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentWebService, Venkat, Backend Ministry URL updated
Tue Aug 29 16:11:20 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201708291600 Changes: Fixed an issue in DeleteParty method while constructing ministry request.
Wed Sep 6 12:45:17 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber-201709061235 Added the new error code PEHCPH-0013 in ConfirmAttendence method
Wed Sep 6 15:34:47 AST 2017 , 7848, NGI_NewVehicleRegistrationService, Sudhakar, Build Number : 201709061524 Change Description : logging optimization
Thu Sep 7 14:17:51 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Build number : 201709071336 Change description : Due to heavy load, added new log file for lookups.
Thu Sep 7 14:18:21 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Build number : 201709071336 Change description : Due to heavy load, added new log file for lookups.
Thu Sep 7 14:18:51 AST 2017 , 7848, NGI-SmartCardApplication, Sudhakar, Build number : 201709071336 Change description : Due to heavy load, added new log file for lookups.
Thu Sep 7 14:26:20 AST 2017 , 7856, NGI-DrivingSchool, Sudhakar, Build number : 201709071336 Change description : Due to heavy load, added new log file for lookups.
Sun Sep 10 14:37:42 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Sudhakar, Build Number : 201709101432 Change Description : Code Review, Bug fixes, logging optimization
Sun Sep 10 16:19:19 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Sudhakar, Build Number : 201709101432  Bug fixes
Mon Sep 11 08:53:26 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Sudhakar, Build Number : 201709101432  Bug fixes
Mon Sep 11 11:25:34 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Sudhakar, Build Number : 201709101432 Bug fixes
Tue Sep 12 08:42:37 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Sudhakar, Build Number : 201709101432 Change Description : Bug fixes
Tue Sep 12 09:03:13 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Sudhakar, Build Number : 201709101432 Change Description : Bug fixes
Wed Sep 13 08:51:56 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201709130845 1. Updated ministry wsdl to include new method: GetOpenExecutionFilePartyDetails 2. Added and implemented new method in NGI: FetchOpenExecutionFilePartyDetails
Wed Sep 13 14:44:34 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201709131305 GDT has provided the new method(RetrieveVehiclesDetailsByPlateNumber) to fetch the vechicle details using GDT dashboard
Wed Sep 13 14:45:58 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201709131305 GDT has provided the new method(RetrieveVehiclesDetailsByPlateNumber) to fetch the vechicle details using GDT dashboard
Wed Sep 13 14:56:23 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201709131305 GDT has provided the new method(RetrieveVehiclesDetailsByPlateNumber) to fetch the vechicle details using GDT dashboard
Wed Sep 13 14:56:59 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201709131305 GDT has provided the new method(RetrieveVehiclesDetailsByPlateNumber) to fetch the vechicle details using GDT dashboard
Thu Sep 14 11:09:18 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201709141100 Updated the VehicleNumber in FetchLeavingBahrainVehicleDetails method
Thu Sep 14 11:09:52 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201709141100 Updated the VehicleNumber in FetchLeavingBahrainVehicleDetails method
Thu Sep 14 11:35:01 AST 2017 , 7848, NGI_NewVehicleRegistrationService, Sudhakar, Build number: 201709141045 Change Description : Added new error code 0056
Thu Sep 14 11:36:22 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number: 201709141045 Change Description : Logging optimization
Thu Sep 14 11:45:30 AST 2017 , 7848, NGI-SmartCardApplication, Sudhakar, Build number: 201709141045 Change Description : Logging optimization
Sun Sep 17 12:23:35 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber : 201709171215 Added the new error code(ASKADOC-0006)
Mon Sep 18 10:25:22 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build number : 201718090948 Change Description : Allowing users to renew their Reserved Special Plate numbers from GDT Dashboard service.
Mon Sep 18 10:29:12 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, Build number : 201718090948 Change Description : Allowing users to renew their Reserved Special Plate numbers from GDT Dashboard service.
Mon Sep 18 10:31:08 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build number : 201718090948 Change Description : Allowing users to renew their Reserved Special Plate numbers from GDT Dashboard service.
Wed Sep 20 09:23:09 AST 2017 , 7848, NGI_NewVehicleRegistrationService, Sudhakar, Build Number :201709200859 Change Description :  Added new error code 0057
Wed Sep 20 11:05:03 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build Number: 201709200959, Change description : Backend added new element - PlateOwned.
Wed Sep 20 13:30:52 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, Build number : 201709200959 Change description : Backend added new element PlateOwned
Wed Sep 20 13:32:04 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build number : 201709200959 Change description : Backend added new element PlateOwned
Sun Sep 24 08:23:43 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber:201709240807 Added the functionality in SearchQuestions method to process the Arabic values in the http url query string.
Mon Sep 25 15:27:39 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201709251515 Added the Arabic values in the FetchRadiology and CancelationReason methods
Tue Sep 26 14:07:09 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201709261309 Updated Status message arabic parameter in the Radiology method
Wed Sep 27 13:33:46 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201709271258 Updated the values in the LKUPReasonForCancelation method
Wed Sep 27 15:33:24 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201709271258 Updated the values in the LKUPReasonForCancelation method
Wed Sep 27 15:33:53 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201709271258 Updated the values in the LKUPReasonForCancelation method
Thu Sep 28 12:18:24 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber : 201709281159 Updated the functionality for reschedule time flag in the UpcomingAppointment method.
Thu Sep 28 15:12:58 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201708281306 Set the new flag in the ValidateUserEligibilityForNewAppointments method(if user exists or don't exists the any future appointments at the time if new appointment booking)
Tue Oct 3 12:31:57 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber : 201710031224 Added the three new methods(FetchGeneralReports,LKUPSourceOfBooking,LKUPFitnessStatus)
Wed Oct 4 10:12:20 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201710040935 Updated the date and time format in the ViewInsurancePolicy and FetchInsurancePolicies methods
Wed Oct 4 10:21:50 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201710040935 Updated the date and time format in the ViewInsurancePolicy and FetchInsurancePolicies methods
